"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Flag","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-02 13:00","2025","05","02","13:00","","19.5","","9.6","","52","","0.0","","","","","","","","99.44","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-02 14:00","2025","05","02","14:00","","20.3","","10.5","","53","","0.0","","","","","","","","99.49","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-02 15:00","2025","05","02","15:00","","20.7","","10.0","","50","","0.0","","","","","","","","99.48","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-02 16:00","2025","05","02","16:00","","20.7","","8.9","","47","","0.0","","","","","","","","99.47","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-02 17:00","2025","05","02","17:00","","19.7","","9.2","","51","","0.0","","","","","","","","99.49","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-02 18:00","2025","05","02","18:00","","18.0","","8.9","","55","","0.0","","","","","","","","99.55","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-02 19:00","2025","05","02","19:00","","16.4","","8.3","","58","","0.0","","","","","","","","99.65","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-02 20:00","2025","05","02","20:00","","12.7","","6.2","","64","","0.0","","","","","","","","99.75","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-02 21:00","2025","05","02","21:00","","11.4","","5.1","","65","","0.0","","","","","","","","99.84","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-02 22:00","2025","05","02","22:00","","9.9","","4.2","","68","","0.0","","","","","","","","99.93","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-02 23:00","2025","05","02","23:00","","9.4","","4.0","","69","","0.0","","","","","","","","99.98","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-03 00:00","2025","05","03","00:00","","9.3","","3.3","","66","","0.0","","","","","","","","99.96","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-03 01:00","2025","05","03","01:00","","8.7","","2.8","","66","","0.0","","","","","","","","99.96","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-03 02:00","2025","05","03","02:00","","8.6","","2.9","","67","","0.0","","","","","","","","99.97","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-03 03:00","2025","05","03","03:00","","8.2","","3.2","","70","","0.0","","","","","","","","99.98","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-03 04:00","2025","05","03","04:00","","7.7","","3.4","","74","","0.1","","","","","","","","99.98","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-03 05:00","2025","05","03","05:00","","7.7","","3.3","","74","","0.0","","","","","","","","99.99","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-03 06:00","2025","05","03","06:00","","7.5","","3.7","","77","","0.0","","","","","","","","100.06","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-03 07:00","2025","05","03","07:00","","7.7","","4.3","","79","","0.0","","","","","","","","100.09","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-03 08:00","2025","05","03","08:00","","8.4","","4.9","","79","","0.0","","","","","","","","100.09","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-03 09:00","2025","05","03","09:00","","9.3","","4.7","","73","","0.0","","","","","","","","100.11","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-03 10:00","2025","05","03","10:00","","9.7","","4.3","","69","","0.0","","","","","","","","100.09","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-03 11:00","2025","05","03","11:00","","9.7","","4.3","","69","","0.0","","","","","","","","100.12","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-03 12:00","2025","05","03","12:00","","9.9","","3.8","","66","","0.0","","","","","","","","100.11","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-03 13:00","2025","05","03","13:00","","10.0","","4.1","","67","","0.0","","","","","","","","100.11","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-03 14:00","2025","05","03","14:00","","9.6","","4.4","","70","","0.0","","","","","","","","100.10","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-03 15:00","2025","05","03","15:00","","9.8","","5.0","","72","","0.0","","","","","","","","100.13","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-03 16:00","2025","05","03","16:00","","10.0","","4.8","","70","","0.0","","","","","","","","100.09","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-03 17:00","2025","05","03","17:00","","10.2","","5.3","","72","","0.0","","","","","","","","100.04","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-03 18:00","2025","05","03","18:00","","9.7","","4.9","","72","","0.0","","","","","","","","100.04","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-03 19:00","2025","05","03","19:00","","9.0","","5.1","","76","","0.0","","","","","","","","100.06","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-03 20:00","2025","05","03","20:00","","8.9","","5.0","","77","","0.0","","","","","","","","100.06","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-03 21:00","2025","05","03","21:00","","9.6","","4.8","","72","","0.0","","","","","","","","100.10","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-03 22:00","2025","05","03","22:00","","9.5","","5.1","","74","","0.0","","","","","","","","100.15","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-03 23:00","2025","05","03","23:00","","9.4","","3.4","","66","","0.0","","","","","","","","100.10","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-04 00:00","2025","05","04","00:00","","8.8","","3.0","","67","","0.0","","","","","","","","100.09","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-04 01:00","2025","05","04","01:00","","8.2","","2.3","","66","","0.0","","","","","","","","100.06","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-04 02:00","2025","05","04","02:00","","7.9","","2.1","","67","","0.0","","","","","","","","100.04","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-04 03:00","2025","05","04","03:00","","7.9","","2.4","","69","","0.0","","","","","","","","100.01","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-04 04:00","2025","05","04","04:00","","8.0","","2.7","","69","","0.0","","","","","","","","100.04","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-04 05:00","2025","05","04","05:00","","8.0","","3.0","","71","","0.0","","","","","","","","100.05","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-04 06:00","2025","05","04","06:00","","8.4","","3.5","","72","","0.0","","","","","","","","100.10","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-04 07:00","2025","05","04","07:00","","9.0","","4.2","","72","","0.0","","","","","","","","100.15","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-04 08:00","2025","05","04","08:00","","11.2","","3.8","","60","","0.0","","","","","","","","100.18","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-04 09:00","2025","05","04","09:00","","12.3","","3.6","","55","","0.0","","","","","","","","100.16","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-04 10:00","2025","05","04","10:00","","14.1","","2.4","","45","","0.0","","","","","","","","100.17","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-04 11:00","2025","05","04","11:00","","13.7","","2.0","","45","","0.0","","","","","","","","100.22","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-04 12:00","2025","05","04","12:00","","14.5","","2.3","","44","","0.0","","","","","","","","100.22","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-04 13:00","2025","05","04","13:00","","14.0","","2.1","","45","","0.0","","","","","","","","100.20","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-04 14:00","2025","05","04","14:00","","14.9","","2.2","","42","","0.0","","","","","","","","100.18","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-04 15:00","2025","05","04","15:00","","14.4","","2.6","","45","","0.0","","","","","","","","100.18","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-04 16:00","2025","05","04","16:00","","14.2","","3.8","","50","","0.0","","","","","","","","100.14","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-04 17:00","2025","05","04","17:00","","13.9","","3.6","","50","","0.0","","","","","","","","100.14","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-04 18:00","2025","05","04","18:00","","13.4","","4.2","","54","","0.0","","","","","","","","100.16","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-04 19:00","2025","05","04","19:00","","13.0","","3.5","","52","","0.0","","","","","","","","100.18","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-04 20:00","2025","05","04","20:00","","12.9","","3.8","","54","","0.0","","","","","","","","100.20","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-04 21:00","2025","05","04","21:00","","13.3","","3.5","","51","","0.0","","","","","","","","100.24","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-04 22:00","2025","05","04","22:00","","13.2","","4.2","","54","","0.0","","","","","","","","100.26","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-04 23:00","2025","05","04","23:00","","14.1","","4.5","","53","","0.0","","","","","","","","100.26","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-05 00:00","2025","05","05","00:00","","14.5","","4.4","","51","","0.0","","","","","","","","100.25","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-05 01:00","2025","05","05","01:00","","15.5","","4.5","","48","","0.0","","","","","","","","100.26","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-05 02:00","2025","05","05","02:00","","16.0","","3.3","","43","","0.0","","","","","","","","100.25","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-05 03:00","2025","05","05","03:00","","16.3","","3.6","","43","","0.0","","","","","","","","100.26","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-05 04:00","2025","05","05","04:00","","16.2","","1.9","","38","","0.0","","","","","","","","100.27","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-05 05:00","2025","05","05","05:00","","15.8","","2.0","","39","","0.0","","","","","","","","100.34","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-05 06:00","2025","05","05","06:00","","15.4","","2.9","","43","","0.0","","","","","","","","100.38","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-05 07:00","2025","05","05","07:00","","14.8","","3.5","","47","","0.0","","","","","","","","100.44","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-05 08:00","2025","05","05","08:00","","15.3","","4.5","","48","","0.0","","","","","","","","100.49","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-05 09:00","2025","05","05","09:00","","13.1","","4.4","","55","","0.0","","","","","","","","100.56","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-05 10:00","2025","05","05","10:00","","13.8","","4.7","","54","","0.0","","","","","","","","100.53","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-05 11:00","2025","05","05","11:00","","13.8","","6.5","","61","","0.0","","","","","","","","100.54","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-05 12:00","2025","05","05","12:00","","12.8","","6.3","","65","","0.0","","","","","","","","100.54","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-05 13:00","2025","05","05","13:00","","12.9","","9.4","","79","","0.0","","","","","","","","100.50","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-05 14:00","2025","05","05","14:00","","13.3","","10.4","","83","","0.0","","","","","","","","100.46","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-05 15:00","2025","05","05","15:00","","15.8","","11.5","","76","","0.0","","","","","","","","100.37","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-05 16:00","2025","05","05","16:00","","17.1","","12.3","","73","","0.0","","","","","","","","100.33","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-05 17:00","2025","05","05","17:00","","17.9","","12.0","","68","","0.0","","","","","","","","100.30","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-05 18:00","2025","05","05","18:00","","17.6","","11.6","","68","","0.0","","","","","","","","100.24","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-05 19:00","2025","05","05","19:00","","16.7","","11.7","","72","","0.0","","","","","","","","100.29","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-05 20:00","2025","05","05","20:00","","15.4","","12.1","","81","","0.0","","","","","","","","100.29","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-05 21:00","2025","05","05","21:00","","14.2","","12.7","","91","","0.4","","","","","","","","100.33","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-05 22:00","2025","05","05","22:00","","13.6","","12.5","","93","","1.5","","","","","","","","100.23","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-05 23:00","2025","05","05","23:00","","13.3","","12.3","","93","","0.0","","","","","","","","100.18","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-06 00:00","2025","05","06","00:00","","12.2","","11.2","","93","","0.0","","","","","","","","100.12","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-06 01:00","2025","05","06","01:00","","11.7","","10.7","","94","","0.0","","","","","","","","100.04","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-06 02:00","2025","05","06","02:00","","10.3","","9.4","","94","","0.0","","","","","","","","100.04","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-06 03:00","2025","05","06","03:00","","10.6","","9.8","","95","","0.2","","","","","","","","99.99","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-06 04:00","2025","05","06","04:00","","9.0","","8.2","","95","","0.0","","","","","","","","100.03","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-06 05:00","2025","05","06","05:00","","9.4","","8.6","","95","","0.3","","","","","","","","99.93","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-06 06:00","2025","05","06","06:00","","9.2","","8.1","","93","","0.0","","","","","","","","100.04","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-06 07:00","2025","05","06","07:00","","10.2","","8.9","","92","","0.0","","","","","","","","100.16","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-06 08:00","2025","05","06","08:00","","11.7","","9.7","","88","","0.0","","","","","","","","100.18","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-06 09:00","2025","05","06","09:00","","14.0","","10.3","","78","","0.0","","","","","","","","100.14","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-06 10:00","2025","05","06","10:00","","15.2","","10.4","","73","","0.0","","","","","","","","100.15","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-06 11:00","2025","05","06","11:00","","16.5","","10.6","","68","","0.0","","","","","","","","100.17","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-06 12:00","2025","05","06","12:00","","18.1","","10.9","","63","","0.0","","","","","","","","100.14","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-06 13:00","2025","05","06","13:00","","18.1","","10.0","","59","","0.0","","","","","","","","100.12","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-06 14:00","2025","05","06","14:00","","19.1","","10.1","","56","","0.0","","","","","","","","100.05","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-06 15:00","2025","05","06","15:00","","19.5","","10.0","","54","","0.0","","","","","","","","99.97","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-06 16:00","2025","05","06","16:00","","19.6","","8.9","","50","","0.0","","","","","","","","99.93","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-06 17:00","2025","05","06","17:00","","19.4","","8.4","","49","","0.0","","","","","","","","99.88","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-06 18:00","2025","05","06","18:00","","18.1","","8.0","","52","","0.0","","","","","","","","99.87","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-06 19:00","2025","05","06","19:00","","17.3","","8.2","","55","","0.0","","","","","","","","99.89","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-06 20:00","2025","05","06","20:00","","14.8","","7.8","","63","","0.0","","","","","","","","99.89","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-06 21:00","2025","05","06","21:00","","12.8","","8.0","","73","","0.0","","","","","","","","99.93","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-06 22:00","2025","05","06","22:00","","13.2","","8.7","","74","","0.0","","","","","","","","99.90","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-06 23:00","2025","05","06","23:00","","15.1","","9.9","","71","","0.0","","","","","","","","99.87","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-07 00:00","2025","05","07","00:00","","15.2","","10.0","","71","","0.0","","","","","","","","99.88","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-07 01:00","2025","05","07","01:00","","14.7","","9.7","","72","","0.0","","","","","","","","99.90","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-07 02:00","2025","05","07","02:00","","14.2","","9.7","","74","","0.0","","","","","","","","99.91","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-07 03:00","2025","05","07","03:00","","13.5","","9.8","","78","","0.0","","","","","","","","99.91","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-07 04:00","2025","05","07","04:00","","13.1","","9.2","","78","","0.0","","","","","","","","99.95","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-07 05:00","2025","05","07","05:00","","12.8","","8.8","","76","","0.0","","","","","","","","99.97","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-07 06:00","2025","05","07","06:00","","13.1","","8.9","","76","","0.0","","","","","","","","100.02","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-07 07:00","2025","05","07","07:00"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-07 08:00","2025","05","07","08:00","","15.5","","10.0","","70","","0.0","","","","","","","","100.06","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-07 09:00","2025","05","07","09:00","","18.3","","11.7","","66","","0.0","","","","","","","","100.08","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-07 10:00","2025","05","07","10:00","","19.7","","12.2","","62","","0.0","","","","","","","","100.15","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-07 11:00","2025","05","07","11:00","","20.8","","12.0","","57","","0.0","","","","","","","","100.13","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-07 12:00","2025","05","07","12:00","","22.9","","11.2","","48","","0.0","","","","","","","","100.16","","25","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-07 13:00","2025","05","07","13:00","","22.2","","11.9","","52","","0.0","","","","","","","","100.14","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-07 14:00","2025","05","07","14:00","","22.0","","12.4","","54","","0.0","","","","","","","","100.12","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-07 15:00","2025","05","07","15:00","","23.2","","12.0","","49","","0.0","","","","","","","","100.08","","25","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-07 16:00","2025","05","07","16:00","","23.2","","11.4","","47","","0.0","","","","","","","","100.08","","25","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2025-05-07 17:00","2025","05","07","17:00","","20.1","","10.8","","55","","0.0","","","","","","","","100.15","","","","","","NA"
